id,band_1,band_2,inc_angle
3f01fa55,"[[-19.78277  -24.363373 -23.233799 ... -20.685326 -19.505823 -18.84251 ]
 [-22.425173 -23.448277 -21.864704 ... -20.224073 -21.341286 -18.226231]
 [-21.685555 -23.448277 -22.047575 ... -20.528872 -21.341286 -20.68549 ]
 ...
 [-19.233387 -19.504896 -20.223148 ... -19.103935 -15.849443 -16.410072]
 [-21.006136 -19.504896 -20.074722 ... -17.433069 -17.765108 -19.788382]
 [-20.527946 -19.928738 -21.171749 ... -18.110289 -17.765108 -18.46981 ]]","[[-24.608006 -25.386421 -27.19001  ... -26.244619 -27.888411 -26.244728]
 [-26.241463 -26.862202 -26.24157  ... -30.387184 -27.53389  -27.193222]
 [-27.530674 -27.530674 -25.947105 ... -27.533834 -27.53389  -27.533943]
 ...
 [-25.121374 -25.949284 -25.949284 ... -31.412413 -26.246908 -22.052965]
 [-25.664421 -25.949284 -28.257206 ... -26.246908 -29.919851 -26.867702]
 [-24.610348 -30.386312 -27.533016 ... -27.536123 -29.919851 -30.389528]]",39.2166
74ca6838,"[[-21.861492 -18.511742 -20.895542 ... -21.210863 -18.871542 -17.956465]
 [-24.191601 -19.235985 -18.396769 ... -18.40192  -16.837437 -20.170506]
 [-19.111006 -16.550484 -17.951315 ... -15.846188 -17.532681 -21.866936]
 ...
 [-24.192411 -20.745216 -18.629215 ... -24.892879 -23.763325 -24.197784]
 [-20.596664 -20.745216 -19.890251 ... -20.601887 -18.993835 -20.901581]
 [-18.988537 -19.492281 -18.06131  ... -17.957203 -17.957203 -20.602036]]","[[-26.764935 -24.648933 -22.757885 ... -24.654083 -24.892141 -22.763109]
 [-30.907442 -25.642689 -25.131681 ... -27.075031 -29.573879 -27.075178]
 [-26.185734 -24.649008 -23.548128 ... -28.059391 -29.573879 -26.77038 ]
 ...
 [-27.070541 -24.887726 -25.132488 ... -24.423256 -25.916002 -27.3918  ]
 [-26.765743 -24.887726 -25.132488 ... -20.901432 -22.763845 -25.648796]
 [-22.20978  -29.165323 -30.438778 ... -21.533485 -21.533485 -21.867674]]",34.0453
755cabe3,"[[-20.992565 -20.820599 -24.342461 ... -22.509615 -23.378967 -23.610645]
 [-21.530008 -19.265406 -19.554998 ... -24.871639 -22.719002 -22.305346]
 [-23.150673 -21.168079 -20.164785 ... -20.823235 -23.153385 -22.305346]
 ...
 [-21.717335 -22.507544 -20.993166 ... -19.268534 -22.106115 -26.347931]
 [-19.854994 -19.703968 -21.530609 ... -21.350306 -20.99577  -22.934006]
 [-19.55545  -20.324654 -21.717411 ... -21.171247 -22.719528 -20.655176]]","[[-22.102911 -23.150711 -26.344765 ... -27.740044 -25.432215 -22.933479]
 [-25.724003 -24.090641 -23.150747 ... -25.147408 -23.153385 -21.532757]
 [-22.716286 -23.150711 -24.090679 ... -22.933441 -23.848627 -21.532757]
 ...
 [-25.724529 -26.029367 -21.530609 ... -24.093769 -26.347893 -22.106152]
 [-24.091129 -23.846478 -22.716888 ... -24.872131 -27.016369 -24.345627]
 [-24.342915 -22.507544 -22.103512 ... -28.126715 -24.872208 -29.400173]]",45.2853
97a9e49b,"[[-23.762016 -23.762016 -25.815313 ... -25.818161 -20.243139 -20.553432]
 [-25.254688 -22.488686 -23.102112 ... -23.996601 -23.539392 -22.895752]
 [-23.316538 -23.762115 -23.762115 ... -24.479324 -24.479324 -24.731157]
 ...
 [-22.295486 -24.233738 -26.732512 ... -23.321491 -26.114729 -21.558819]
 [-20.395975 -20.874269 -25.817411 ... -25.820265 -22.298489 -23.32159 ]
 [-20.396025 -22.89485  -23.764214 ... -24.733162 -24.733212 -24.236738]]","[[-31.27529  -31.27529  -26.414577 ... -25.533352 -26.112675 -25.818262]
 [-27.058222 -28.913353 -28.509335 ... -25.533401 -25.257687 -28.126181]
 [-28.913353 -31.835964 -31.835964 ... -25.257687 -25.257687 -25.818312]
 ...
 [-25.256737 -24.989508 -27.755562 ... -27.758465 -27.403889 -26.114779]
 [-26.111776 -28.915401 -24.233788 ... -26.419527 -24.733162 -25.820366]
 [-25.532553 -25.532604 -23.995853 ... -25.820314 -28.128233 -25.25979 ]]",40.7177
3bbdc809,"[[-24.510862 -24.510906 -23.319235 ... -22.079205 -23.322205 -22.887863]
 [-26.840975 -24.259125 -25.037527 ... -23.322205 -26.20038  -23.779549]
 [-26.513166 -25.598059 -26.197367 ... -23.779465 -22.887863 -23.322292]
 ...
 [-24.259684 -22.471718 -22.076881 ... -19.296225 -18.885834 -20.026648]
 [-24.259684 -23.099888 -22.471762 ... -19.157291 -20.496269 -21.88903 ]
 [-23.545372 -22.272034 -26.197969 ... -22.888424 -23.322851 -23.780153]]","[[-26.513166 -28.29203  -32.217968 ... -28.69907  -28.295044 -31.621716]
 [-27.536217 -28.696098 -32.86166  ... -30.038048 -30.534563 -27.539358]
 [-34.312588 -32.217926 -32.217968 ... -32.864632 -30.534563 -29.122984]
 ...
 [-29.565973 -30.035637 -28.292677 ... -30.53508  -30.038652 -32.221584]
 [-29.565973 -30.035637 -26.513855 ... -28.699715 -30.535166 -31.061787]
 [-30.532066 -31.058689 -27.182331 ... -30.038652 -31.061745 -30.038738]]",43.256
ab1ece17,"[[-15.03563  -15.996913 -14.871847 ... -17.081724 -14.794865 -15.55069 ]
 [-18.937973 -18.937973 -15.459523 ... -17.293585 -16.87496  -15.55069 ]
 [-20.341972 -19.8965   -16.183821 ... -18.813108 -17.187063 -15.638872]
 ...
 [-17.398153 -21.835182 -19.201794 ... -17.962545 -16.476025 -16.8755  ]
 [-19.61212  -22.018049 -17.843788 ... -17.40197  -16.001266 -17.962652]
 [-16.090294 -16.770037 -18.938564 ... -18.813593 -16.673439 -20.656624]]","[[-25.089138 -27.160004 -29.438925 ... -27.163818 -26.520178 -29.019009]
 [-27.855244 -27.855244 -28.224966 ... -27.504486 -25.093061 -29.019009]
 [-27.160004 -29.438925 -27.500778 ... -27.504486 -25.36034  -27.163927]
 ...
 [-28.6115   -33.181141 -29.884989 ... -27.859545 -30.854845 -35.463875]
 [-25.917528 -27.16054  -28.611607 ... -27.859545 -29.01944  -29.888805]
 [-25.632721 -25.632772 -27.501261 ... -29.019384 -28.229267 -26.836603]]",39.8471
48d78e40,"[[-22.606426 -21.185219 -19.547197 ... -21.523607 -23.210085 -23.419455]
 [-20.706976 -20.706976 -20.253756 ... -25.847837 -27.047855 -23.633993]
 [-20.706976 -23.205812 -23.415182 ... -23.419395 -22.80608  -30.100121]
 ...
 [-24.790047 -27.712667 -27.044254 ... -25.305464 -24.549753 -25.046288]
 [-23.41573  -23.002098 -24.307495 ... -24.311707 -21.524401 -22.051039]
 [-23.41573  -21.185951 -22.802475 ... -20.258762 -20.112839 -20.112839]]","[[-24.789314 -27.371269 -26.727636 ... -30.569561 -27.71627  -24.311096]
 [-26.422777 -26.422777 -27.711998 ... -25.045492 -25.304853 -23.210205]
 [-25.041159 -25.843563 -26.422899 ... -23.853779 -26.132708 -25.572193]
 ...
 [-23.630207 -26.129044 -28.436974 ... -25.848507 -28.071577 -25.305586]
 [-25.301128 -25.844233 -26.728367 ... -23.634544 -27.717003 -25.848629]
 [-31.589008 -32.149643 -28.067305 ... -26.427843 -29.23148  -29.23148 ]]",37.2598
36827c58,"[[-23.449059 -23.229198 -21.828489 ... -26.974257 -24.90349  -24.644239]
 [-21.828442 -21.466524 -21.645668 ... -26.974257 -23.452477 -22.01866 ]
 [-20.463144 -22.206194 -23.449202 ... -31.191322 -23.452477 -20.156319]
 ...
 [-22.015905 -21.467188 -22.80617  ... -26.64716  -22.605112 -23.453238]
 [-22.402056 -22.80617  -23.675533 ... -23.910398 -21.649656 -25.17153 ]
 [-26.971643 -21.646332 -20.307444 ... -22.809448 -22.40543  -24.644951]]","[[-26.643076 -24.90012  -25.443213 ... -28.42527  -29.253168 -28.039261]
 [-30.164948 -28.035889 -27.666267 ... -28.42527  -30.16832  -32.351257]
 [-26.327238 -27.666222 -27.311691 ... -30.664745 -31.19137  -29.698744]
 ...
 [-29.250462 -26.971643 -25.728731 ... -24.393072 -26.33132  -28.039972]
 [-28.826723 -24.389797 -24.641626 ... -26.974966 -28.426027 -28.830145]
 [-30.662132 -26.971691 -27.666979 ... -26.64716  -28.039925 -26.975061]]",41.8582
51cb8ffc,"[[-22.758396 -24.001423 -23.357792 ... -19.702951 -23.785418 -24.46265 ]
 [-26.280289 -22.567623 -22.567623 ... -24.462584 -22.762434 -25.723684]
 [-28.588158 -23.781578 -22.56769  ... -24.700567 -22.762434 -22.957697]
 ...
 [-27.866558 -23.360439 -21.339973 ... -27.201996 -28.980883 -26.28698 ]
 [-24.944065 -21.505424 -21.505424 ... -25.726337 -25.726404 -29.808804]
 [-23.784225 -24.0042   -22.5704   ... -27.870537 -25.726404 -26.287045]]","[[-25.452368 -26.280289 -25.193199 ... -24.7005   -23.361633 -23.157314]
 [-25.193136 -25.995544 -25.995544 ... -22.571461 -24.945324 -22.95763 ]
 [-25.193136 -25.995544 -26.28042  ... -25.723619 -24.945324 -26.284325]
 ...
 [-23.784159 -25.195847 -27.198217 ... -23.788071 -25.199759 -24.703352]
 [-23.569748 -25.455212 -25.455212 ... -24.947977 -25.199825 -23.573725]
 [-26.282999 -24.699442 -22.956505 ... -24.465303 -25.199825 -22.025549]]",36.123
817aba3f,"[[-26.943123 -29.222038 -26.615408 ... -23.881851 -22.376879 -20.128481]
 [-24.613014 -25.139637 -22.373631 ... -24.364525 -23.424641 -19.977419]
 [-24.613014 -24.116589 -22.777699 ... -23.881851 -22.376879 -19.977419]
 ...
 [-20.757723 -22.573917 -24.117281 ... -20.59866  -21.804623 -22.377575]
 [-20.923174 -21.988129 -23.647659 ... -22.781548 -22.577211 -21.991472]
 [-22.179035 -22.179035 -19.974771 ... -22.577168 -22.577211 -20.76111 ]]","[[-28.008034 -27.638412 -26.615408 ... -30.636906 -28.801546 -26.94651 ]
 [-25.994633 -29.222038 -28.008127 ... -32.967018 -28.397476 -25.998018]
 [-25.994633 -30.137188 -29.222084 ... -28.01133  -26.946465 -25.998018]
 ...
 [-26.943771 -25.700859 -26.943865 ... -27.287735 -26.947115 -30.63765 ]
 [-25.416004 -25.995327 -26.616056 ... -26.947069 -25.419348 -26.303467]
 [-25.995327 -25.995327 -27.284531 ... -26.303375 -25.419348 -23.882595]]",41.8498
00f3862a,"[[-20.174095 -20.66132  -21.917173 ... -24.102722 -22.942921 -21.729   ]
 [-22.725674 -19.133553 -20.495909 ... -22.115028 -22.115067 -23.162865]
 [-21.356524 -21.726229 -22.725746 ... -21.004681 -20.020359 -20.832752]
 ...
 [-22.312357 -22.940567 -21.726646 ... -21.920174 -21.920212 -21.92025 ]
 [-19.564688 -22.726088 -23.855753 ... -22.519476 -19.567459 -18.334358]
 [-21.002329 -19.564726 -21.726646 ... -23.388788 -21.005098 -21.005136]]","[[-27.022549 -25.438961 -21.002024 ... -28.539696 -23.388447 -24.613878]
 [-28.132895 -24.878387 -22.112371 ... -27.749523 -26.040958 -23.620121]
 [-26.354074 -24.351809 -25.438999 ... -27.02528  -25.73616  -23.388485]
 ...
 [-25.154493 -25.154531 -24.611526 ... -22.943222 -20.498943 -21.180576]
 [-23.855677 -27.022964 -29.406731 ... -22.519476 -21.729343 -22.943336]
 [-22.940529 -25.733805 -29.406731 ... -27.380236 -28.540113 -24.881536]]",45.2814
d782d1a6,"[[-15.594682 -17.752846 -16.509949 ... -12.675974 -13.522519 -15.257984]
 [-15.337936 -18.692778 -17.109211 ... -14.614233 -13.591241 -15.598709]
 [-14.305521 -14.0838   -16.319042 ... -15.426589 -14.161011 -15.598709]
 ...
 [-12.735844 -12.489477 -12.673697 ... -13.122961 -15.012378 -15.600111]
 [-13.184661 -13.798096 -13.588846 ... -14.931578 -15.259445 -15.775648]
 [-13.520065 -13.727764 -14.307097 ... -13.661853 -15.259445 -15.954744]]","[[-23.773388 -23.553539 -25.767563 ... -23.557335 -22.343435 -24.717291]
 [-23.773388 -23.999065 -24.965219 ... -23.557394 -25.495651 -25.228432]
 [-22.530432 -27.295273 -26.967524 ... -25.771358 -28.750198 -26.65555 ]
 ...
 [-24.000469 -23.774906 -23.555058 ... -23.778704 -26.352093 -26.65695 ]
 [-25.225861 -22.727144 -23.131271 ... -24.474003 -25.497112 -26.657009]
 [-26.968863 -24.470148 -24.714897 ... -24.718693 -25.497112 -25.229891]]",38.012
4ce099f3,"[[-14.16039  -18.242853 -16.756342 ... -11.886045  -9.429193 -10.127996]
 [-17.155636 -17.574379 -15.403475 ... -11.886045  -9.815297  -9.903543]
 [-13.875581 -17.574379 -15.572138 ... -14.764176 -13.014189 -12.826103]
 ...
 [-17.054682 -16.009279 -16.954393 ... -16.103813 -15.161627 -14.611269]
 [-14.996185 -14.996185 -17.156399 ... -15.161563 -14.022104 -14.311726]
 [-14.089007 -16.282221 -17.792299 ... -12.951656 -13.207206 -14.093657]]","[[-26.800854 -23.922787 -24.862782 ... -24.622486 -23.707401 -23.492987]
 [-25.373735 -25.3738   -23.488464 ... -24.622486 -25.119022 -24.38463 ]
 [-23.279028 -25.3738   -25.114563 ... -24.622486 -26.805439 -24.622614]
 ...
 [-23.923359 -24.863354 -23.703577 ... -22.124414 -24.623251 -28.514809]
 [-22.489557 -22.489557 -22.30282  ... -26.206814 -28.145077 -26.206942]
 [-22.302757 -21.940857 -22.68059  ... -29.304852 -25.922068 -25.646366]]",36.4444
8975a574,"[[-22.524055 -19.881767 -17.206861 ... -22.923124 -20.323992 -19.886013]
 [-19.330097 -18.81144  -21.437077 ... -24.711132 -21.788631 -21.613209]
 [-21.268295 -22.52417  -25.218201 ... -26.344532 -23.551352 -23.336933]
 ...
 [-18.204309 -18.322546 -23.124075 ... -16.903107 -22.151176 -25.222914]
 [-19.198067 -19.465405 -24.959484 ... -18.816093 -19.606323 -23.337515]
 [-22.719891 -21.964178 -23.767769 ... -23.551876 -19.334867 -19.202312]]","[[-29.567707 -28.73991  -27.629623 ... -27.633694 -27.988327 -28.358051]
 [-28.353807 -27.629623 -27.629681 ... -32.669933 -27.633751 -26.050184]
 [-26.340405 -26.045998 -25.761246 ... -27.98827  -26.649391 -26.965334]
 ...
 [-24.462894 -25.761768 -26.046637 ... -24.963497 -24.467085 -25.490192]
 [-26.340984 -28.740549 -30.980082 ... -23.12809  -24.711773 -26.050768]
 [-30.013874 -29.144615 -28.740606 ... -24.711714 -25.222855 -26.345232]]",38.0736
bffad1b6,"[[-26.656988 -26.972933 -27.300798 ... -20.640547 -22.934998 -28.369867]
 [-26.352249 -25.497208 -27.300798 ... -24.722948 -25.777132 -26.062   ]
 [-25.229929 -26.657104 -29.579725 ... -25.777073 -25.777132 -26.062   ]
 ...
 [-22.345871 -23.345409 -24.719784 ... -24.009457 -24.975609 -26.97797 ]
 [-21.797106 -21.115568 -22.536896 ... -25.777895 -25.234909 -22.935877]
 [-22.159071 -20.483589 -20.03812  ... -25.234909 -22.540997 -22.736252]]","[[-23.135164 -24.474159 -23.559067 ... -26.061882 -27.645567 -26.661264]
 [-24.970629 -23.778915 -24.474216 ... -25.23403  -28.000143 -28.369867]
 [-25.229929 -27.300798 -27.996099 ... -30.029236 -28.000143 -34.020802]
 ...
 [-26.657867 -26.657925 -26.353186 ... -24.97555  -25.234909 -25.778011]
 [-27.996803 -27.301619 -26.05872  ... -25.777895 -24.479137 -23.783953]
 [-26.353069 -24.719725 -25.773911 ... -25.234909 -25.502245 -27.646503]]",37.9814
c1b36ea4,"[[-26.47921  -23.766033 -23.766033 ... -28.421747 -32.504219 -30.920593]
 [-27.72217  -24.200418 -26.479359 ... -23.156918 -24.430372 -26.483692]
 [-26.194477 -28.062983 -26.773895 ... -24.66201  -25.65584  -22.046793]
 ...
 [-27.725182 -24.20343  -25.654516 ... -25.658712 -29.180611 -21.381264]
 [-23.769045 -25.921722 -25.395218 ... -24.433319 -23.359697 -24.665106]
 [-22.582764 -26.197563 -24.660833 ... -23.773386 -21.221886 -20.760653]]","[[-25.392057 -26.194477 -26.194477 ... -27.398697 -25.144684 -24.66201 ]
 [-25.651358 -26.77375  -28.787228 ... -28.067171 -26.198811 -24.90007 ]
 [-25.14035  -27.394508 -26.479433 ... -27.726578 -24.430447 -25.396614]
 ...
 [-24.428976 -23.769045 -23.983595 ... -25.399414 -25.658787 -27.729671]
 [-23.155668 -22.2208   -22.399971 ... -25.925991 -26.486641 -24.903088]
 [-27.081562 -24.203503 -23.559883 ... -24.665031 -24.665106 -25.14785 ]]",33.6352
c84a92a0,"[[-10.898708 -17.427465 -16.254622 ... -12.234126 -15.307615 -17.644098]
 [ -9.447695 -16.163603 -14.670997 ... -15.22599  -17.328146 -19.826988]
 [-14.519868 -14.010991 -13.463735 ... -14.376025 -14.376092 -18.911837]
 ...
 [-12.116126 -13.332988 -14.903627 ...  -6.507004  -8.13842  -12.06438 ]
 [-13.531153 -14.596129 -14.299213 ...  -8.580105 -10.014034 -13.080382]
 [-14.372379 -13.598293 -14.596196 ... -13.017078 -12.064313 -13.876593]]","[[-28.204737 -25.706028 -24.213421 ... -22.188839 -22.944679 -25.44352 ]
 [-25.179384 -28.574471 -24.683044 ... -22.558508 -21.834333 -23.7726  ]
 [-30.233955 -25.981861 -26.266735 ... -25.710667 -23.348747 -23.992504]
 ...
 [-21.830555 -23.768822 -27.18281  ... -21.663258 -22.945673 -24.45076 ]
 [-21.83062  -23.140718 -22.185328 ... -22.559505 -23.773527 -24.688744]
 [-23.345034 -24.928724 -25.180576 ... -21.166784 -23.559052 -23.559116]]",35.7707
fc70fa1d,"[[-17.40814  -17.837227 -22.165009 ... -23.538662 -20.525845 -20.087872]
 [-17.513426 -18.52331  -20.98258  ... -20.987083 -19.536137 -20.987215]
 [-14.278764 -15.965247 -18.173561 ... -21.308821 -18.892443 -19.017487]
 ...
 [-19.399607 -19.942719 -20.227592 ... -20.677626 -18.648539 -20.987999]
 [-19.942652 -19.013569 -20.67312  ... -18.528666 -21.309671 -23.125885]
 [-18.524029 -16.609724 -17.409054 ... -18.17885  -22.170362 -24.913893]]","[[-27.830904 -24.663717 -23.324848 ... -22.730087 -21.308887 -24.198797]
 [-23.96841  -23.968477 -22.347878 ... -23.124969 -24.430368 -25.424191]
 [-19.666103 -22.725517 -24.663784 ... -25.691338 -25.164825 -27.495003]
 ...
 [-22.726234 -24.426517 -27.49115  ... -23.753922 -26.54723  -25.692253]
 [-20.672989 -21.639147 -22.921562 ... -24.431087 -23.973896 -23.330267]
 [-21.142612 -21.470486 -24.426582 ... -24.913761 -22.540031 -20.232229]]",36.4732
87bfe3ef,"[[-22.151859 -22.546785 -21.774244 ... -23.623669 -21.415466 -21.777475]
 [-22.96048  -22.751215 -21.77429  ... -20.899275 -22.350334 -24.589855]
 [-25.673731 -25.968243 -20.896179 ... -24.093338 -24.093338 -23.398142]
 ...
 [-25.968788 -23.3955   -25.968878 ... -23.398687 -22.350971 -21.240671]
 [-24.587214 -24.846558 -28.772497 ... -25.11698  -27.261227 -23.624399]
 [-24.335432 -26.273678 -28.772497 ... -25.392792 -25.392792 -25.117071]]","[[-29.641037 -32.937286 -30.607222 ... -32.296783 -28.370934 -28.370979]
 [-31.133757 -31.133802 -30.607269 ... -30.610363 -30.610409 -30.113983]
 [-30.110704 -30.11075  -31.694422 ... -32.296825 -32.296825 -30.610455]
 ...
 [-31.134348 -28.36834  -34.388985 ... -29.644909 -30.114576 -27.261272]
 [-28.36834  -27.258038 -28.772497 ... -28.775595 -30.114576 -27.985516]
 [-33.633167 -26.917372 -26.589607 ... -31.6982   -31.6982   -31.137672]]",42.5591
bab1926a,"[[-22.020723 -17.846462 -17.961563 ... -22.210682 -18.688911 -19.075068]
 [-25.092457 -19.756191 -17.961563 ... -18.319242 -18.19949  -18.19949 ]
 [-25.092457 -23.867115 -22.593788 ... -18.688911 -18.94445  -17.513458]
 ...
 [-20.657623 -19.617096 -17.963757 ... -18.691055 -21.148024 -19.905119]
 [-18.814751 -20.657728 -20.657728 ... -20.19953  -22.212986 -22.212986]
 [-16.284101 -20.979464 -20.196476 ... -17.966866 -22.798775 -22.403948]]","[[-27.163216 -28.614281 -28.22823  ... -26.838566 -26.522732 -25.638712]
 [-24.336683 -25.920362 -28.22823  ... -30.360443 -27.166479 -27.166479]
 [-24.336683 -23.867115 -27.858618 ... -28.231337 -29.021561 -29.4454  ]
 ...
 [-29.020489 -27.50613  -24.835403 ... -29.023649 -27.863865 -27.86392 ]
 [-26.216969 -23.869308 -23.869308 ... -27.863865 -28.233587 -28.233587]
 [-30.359478 -24.583622 -25.362036 ... -25.097811 -25.92572  -24.838619]]",39.2175
ade9a4ab,"[[-16.603346 -19.007256 -17.298717 ... -21.302479 -20.980808 -17.726328]
 [-17.614538 -17.614538 -20.221279 ... -16.898407 -18.171789 -17.726328]
 [-17.402676 -18.054489 -16.048933 ... -16.898407 -15.788127 -14.881733]
 ...
 [-18.640179 -19.93906  -20.369919 ... -17.728859 -18.060909 -17.621088]
 [-18.057079 -16.324402 -18.170687 ... -16.145298 -17.100754 -17.621088]
 [-16.14147  -16.324402 -16.606195 ... -16.145298 -17.514511 -19.399975]]","[[-24.188501 -25.681238 -25.414024 ... -24.423962 -25.960827 -25.158548]
 [-23.319252 -23.319252 -25.957069 ... -24.424028 -22.72381  -25.158548]
 [-25.957005 -25.681303 -24.658318 ... -24.424028 -24.906767 -25.685192]
 ...
 [-22.162003 -22.531738 -23.531282 ... -22.348701 -22.921669 -24.909428]
 [-23.531218 -28.182735 -25.416679 ... -23.969431 -21.305206 -24.909428]
 [-27.828094 -28.182735 -26.2446   ... -23.969431 -23.325804 -25.687855]]",36.1061
296aba5b,"[[-18.295549 -15.456173 -13.928472 ... -17.524347 -19.813879 -15.13228 ]
 [-19.275343 -17.208527 -17.208527 ... -17.212313 -17.01037  -17.01037 ]
 [-19.275343 -19.146727 -18.65032  ... -15.376904 -15.888052 -15.544077]
 ...
 [-16.429789 -18.298286 -18.652929 ... -20.839546 -17.961479 -17.850895]
 [-17.009129 -16.523823 -16.429985 ... -17.214993 -15.546692 -16.718586]
 [-16.523756 -16.714727 -16.429985 ... -16.340813 -15.546692 -16.815702]]","[[-27.169498 -26.853678 -24.670856 ... -26.552666 -27.173414 -25.171177]
 [-23.541162 -23.541229 -23.541229 ... -25.430412 -26.857595 -26.857595]
 [-23.541162 -22.172081 -26.853809 ... -26.258266 -25.973522 -25.430542]
 ...
 [-28.195221 -23.758314 -23.758377 ... -32.281479 -28.568813 -29.359051]
 [-25.429234 -25.17     -25.429365 ... -22.934319 -22.178612 -24.677387]
 [-23.543835 -26.257153 -25.429365 ... -24.439337 -22.178612 -25.700502]]",36.1061
7d142c31,"[[-20.417034 -21.576923 -19.394085 ... -18.993538 -20.420706 -21.580597]
 [-24.254744 -23.559553 -21.938938 ... -18.607433 -18.482506 -19.821493]
 [-23.785173 -23.785173 -23.785225 ... -19.397606 -19.821442 -20.267021]
 ...
 [-18.479546 -19.674961 -20.574356 ... -19.968092 -19.126915 -20.116674]
 [-18.731329 -17.996923 -19.533775 ... -20.421371 -20.116623 -21.405832]
 [-17.429016 -17.539717 -19.964621 ... -20.116573 -22.715815 -21.065166]]","[[-25.55356  -25.010567 -23.339695 ... -24.754839 -25.842041 -25.281521]
 [-23.785122 -21.938889 -20.895378 ... -25.014137 -27.780243 -28.940132]
 [-22.511791 -22.511791 -21.938938 ... -26.757141 -27.425669 -27.780294]
 ...
 [-27.777283 -24.500198 -27.082142 ... -22.516079 -21.581261 -23.56394 ]
 [-24.500145 -23.560266 -27.082142 ... -24.755554 -25.557949 -25.282234]
 [-25.278559 -27.42281  -26.438499 ... -26.137171 -27.085716 -26.757957]]",40.3944
606412bc,"[[-20.099422 -21.388634 -18.101627 ... -19.664978 -19.664978 -17.529734]
 [-20.404222 -21.388634 -19.805058 ... -22.502522 -19.523792 -18.980797]
 [-20.882465 -21.388634 -18.342916 ... -19.247974 -19.954586 -20.886158]
 ...
 [-16.479036 -16.479088 -16.578407 ... -14.158327 -15.372334  -8.96946 ]
 [-16.780312 -16.092985 -14.781116 ...  -8.484439  -8.523882 -13.934746]
 [-17.526798 -14.230644 -13.500358 ...  -7.914044  -7.76811  -10.076029]]","[[-24.997704 -28.133476 -25.825657 ... -29.350975 -29.350975 -23.330425]
 [-26.740707 -25.825607 -27.763859 ... -24.245525 -23.550335 -23.550385]
 [-26.740707 -25.825607 -29.347485 ... -24.245525 -25.544394 -25.82925 ]
 ...
 [-29.793617 -27.764515 -25.826366 ... -18.595303 -17.419794 -16.384586]
 [-26.425531 -26.741467 -26.741516 ... -17.98765  -16.990774 -18.470425]
 [-22.30444  -23.327541 -26.741516 ... -16.191456 -19.665739 -16.682417]]",40.3904
35ba270d,"[[-31.677282 -35.19915  -34.371342 ... -27.967741 -29.181744 -32.279827]
 [-30.59013  -32.276592 -35.199196 ... -26.575022 -29.62727  -33.618763]
 [-31.677282 -31.116753 -31.116798 ... -29.181698 -30.096893 -30.59341 ]
 ...
 [-29.179136 -28.351326 -29.179226 ... -27.968327 -29.182327 -29.627899]
 [-31.117336 -32.277218 -31.677999 ... -26.575651 -26.575651 -27.598745]
 [-32.920868 -36.114929 -36.114975 ... -29.182327 -28.354519 -26.903551]]","[[-31.116707 -29.624081 -32.92033  ... -30.096848 -28.353889 -27.967831]
 [-34.371254 -32.276592 -31.677372 ... -32.279736 -32.279781 -30.59341 ]
 [-30.59013  -30.590174 -27.96464  ... -29.627226 -31.119942 -34.374535]
 ...
 [-36.114887 -37.137981 -31.677999 ... -31.120481 -30.593948 -31.681147]
 [-28.351284 -29.17918  -29.179226 ... -34.375072 -34.375072 -35.202972]
 [-28.75535  -27.24098  -28.75544  ... -31.681101 -32.924107 -32.280457]]",42.5128
1ffde571,"[[-22.359921 -24.85874  -24.347704 ... -21.080784 -23.636562 -25.12928 ]
 [-25.125973 -22.973343 -24.103014 ... -23.868198 -22.767294 -22.562958]
 [-24.102921 -24.347658 -23.86503  ... -24.602657 -24.106228 -22.562958]
 ...
 [-27.270815 -29.654589 -28.381254 ... -26.933365 -28.384422 -24.351562]
 [-25.402382 -26.602385 -27.625483 ... -27.628653 -26.605648 -24.60339 ]
 [-25.402382 -27.270861 -26.930239 ... -28.788492 -30.623947 -26.605694]]","[[-26.285812 -26.92955  -30.620087 ... -28.787802 -29.657162 -30.126829]
 [-29.208372 -28.380564 -37.167267 ... -29.657162 -30.623302 -30.623348]
 [-31.707146 -32.306458 -32.950195 ... -30.126783 -28.787895 -30.623348]
 ...
 [-30.124166 -30.12421  -28.785322 ... -26.933365 -27.998322 -28.384472]
 [-29.209015 -29.654589 -30.124256 ... -27.628653 -29.212324 -31.711143]
 [-31.147215 -29.209061 -28.785322 ... -27.274076 -27.628698 -30.623991]]",42.5598
